MP_Name,MP_Total_Allocation,MP_Total_Sanctioned,MP_Total_Disbursed,MP_Total_Projects,MP_Completed_Projects,MP_Completion_Rate,MP_Budget_Utilization_Percent,MP_Performance_Rank
Kinjarapu Ram Mohan Naidu,120004075.0,120004075.0,53576961.0,180,60,33.33333333333333,44.64595139790045,303.0
Kiren Rijiju,91880288.0,91880288.0,87533016.0,129,114,88.37209302325581,95.26854769980694,19.0
Kirti Vardhan Singh,100059677.0,100059677.0,69160857.0,151,34,22.516556291390728,69.11960849124068,383.0
Kishan Reddy Gangapuram,33990000.0,33990000.0,4754322.0,16,0,0.0,13.987413945278023,500.0
Kripanath Mallah,75310000.0,75310000.0,66488500.0,43,0,0.0,88.28641614659408,500.0
Krishan Pal Gurjar,45054080.0,45054080.0,21068990.0,58,6,10.344827586206897,46.763778108442125,455.0
Krishna Prasad Tenneti,88682500.0,88682500.0,16927605.0,105,6,5.714285714285714,19.087875285428353,479.0
LALJI VERMA,120052344.0,120052344.0,86165424.0,231,61,26.406926406926406,71.77321252469673,355.0
LAXMIKANT PAPPU NISHAD,64242680.0,64242680.0,23806477.0,349,2,0.5730659025787965,37.0571044047353,499.0
LOVELY ANAND,54776774.0,54776774.0,43063279.0,54,23,42.592592592592595,78.61594587516234,246.0
LUMBARAM,75897984.0,75897984.0,61110381.0,149,75,50.33557046979866,80.51647458778352,192.0
Lavu Sri Krishna Devarayalu,12238228.0,12238228.0,2402685.0,42,1,2.380952380952381,19.63262165078147,492.0
M. MALLESH BABU,48694000.0,48694000.0,40766132.0,73,3,4.10958904109589,83.71900439479197,485.0
M.K. VISHNUPRASAD,91430543.0,91430543.0,71295556.0,102,74,72.54901960784314,77.97783285613868,62.0
MADHAVANENI RAGHUNANDAN RAO,42023529.0,42023529.0,30484168.0,63,41,65.07936507936508,72.54071403665313,91.0
MAHESH KASHYAP,98969508.0,98969508.0,62271176.5,173,38,21.965317919075144,62.9195575065403,388.0
MAHIMA KUMARI MEWAR,69157166.0,69157166.0,48184584.0,84,26,30.952380952380953,69.67402915266945,318.0
MALAIYARASAN D,121938384.0,121938384.0,121901141.0,201,195,97.01492537313433,99.96945752536789,4.0
MALVIKA DEVI,95939000.0,95939000.0,50804998.0,305,96,31.475409836065577,52.95552173777087,315.0
MALVINDER SINGH KANG,118979373.0,118979373.0,73220041.0,332,108,32.53012048192771,61.54011334384827,309.0
MANI. A.,112217102.0,112217102.0,67070637.0,193,59,30.569948186528496,59.76864114705083,322.0
MANISH JAISWAL,55075750.0,55075750.0,0.0,111,0,0.0,0.0,500.0
MANISH TEWARI,64979040.0,64979040.0,31109435.0,91,31,34.065934065934066,47.87610743402796,297.0
MANJU SHARMA,54617769.0,54617769.0,23306200.0,38,17,44.73684210526316,42.67146100383558,223.0
MANNA LAL RAWAT,57394895.0,57394895.0,34250767.0,136,24,17.647058823529413,59.67563317260185,415.0
MANOHAR LAL,30518470.0,30518470.0,16619897.0,19,0,0.0,54.458486942497444,500.0
MANOJ KUMAR,122968852.0,122968852.0,94987097.0,152,82,53.94736842105263,77.24484327136761,162.0
MANOJ TIGGA,70704249.2,70704249.2,11379773.0,58,0,0.0,16.09489263906928,500.0
MIAN ALTAF AHMAD,93584276.0,93584276.0,24523857.0,69,15,21.73913043478261,26.205104156599983,389.0
MOHIBBULLAH,76891613.0,76891613.0,74744421.0,335,175,52.23880597014925,97.20750818428013,179.0
MOHITE PATIL DHAIRYASHEEL RAJSINH,21960000.0,21960000.0,8828612.0,66,41,62.121212121212125,40.20315118397086,110.0
MUHAMMED HAMDULLAH SAYEED,59447173.0,59447173.0,39337535.0,26,2,7.6923076923076925,66.17225515500964,472.0
MUKESHKUMAR CHANDRAKAANT DALAL,64687352.0,64687352.0,26395724.0,165,92,55.757575757575765,40.80507732021555,152.0
MURARI LAL MEENA,40289632.0,40289632.0,17705306.0,58,16,27.586206896551722,43.94506755484885,341.0
MURASOLI S,114753766.0,114753766.0,75625397.0,77,44,57.14285714285714,65.90232254338389,143.0
MURLIDHAR MOHOL,18996657.0,18996657.0,18945481.0,19,12,63.1578947368421,99.7306052322785,103.0
Maddila Gurumoorthy,92182742.0,92182742.0,56780342.0,226,98,43.36283185840708,61.59541446488975,242.0
Magunta Sreenivasulu Reddy,21385400.0,21385400.0,9854157.0,17,1,5.88235294117647,46.078899623107354,476.0
Mahendra Singh Solanky,68206613.0,68206613.0,41462417.0,90,10,11.11111111111111,60.789438408266946,450.0
Mahesh Sharma,97540683.28,97540683.28,82555899.0,112,68,60.71428571428571,84.63740074796819,118.0
Mala Rajya Laxmi Shah,74794934.0,74794934.0,46078693.0,180,69,38.333333333333336,61.60670320265274,276.0
Mala Roy,92638946.0,92638946.0,61582788.0,72,32,44.44444444444444,66.47613197153603,227.0
Manickam Tagore B,90851542.0,90851542.0,89421178.0,81,67,82.71604938271605,98.42560294683827,34.0
Manoj Tiwari,43679088.0,43679088.0,28650238.0,14,6,42.857142857142854,65.59257372772984,243.0
Mansukhbhai Dhanjibhai Vasava,93801569.0,93801569.0,67252041.0,352,207,58.80681818181818,71.69607258914827,133.0
Midhun Reddy,144837151.0,144837151.0,51139443.0,453,174,38.41059602649007,35.308235937339035,274.0
Mitesh Rameshbhai Bakabhai Patel,106437198.0,106437198.0,57204039.0,489,249,50.920245398773,53.74440522194129,188.0
Mohamed Haneefa,16128000.0,16128000.0,6009392.0,19,0,0.0,37.26061507936508,500.0
Mr Gopal Jee Thakur,84256768.0,84256768.0,75767756.0,170,59,34.705882352941174,89.92483072695123,293.0
Ms Mahua Moitra,99174914.0,99174914.0,57382120.0,47,21,44.680851063829785,57.859510722641005,224.0
Mukesh Rajput,137147478.0,137147478.0,108417412.0,295,246,83.38983050847457,79.05169936847108,28.0
NABA CHARAN MAJHI,66700000.0,66700000.0,34422207.0,111,27,24.324324324324326,51.60750674662668,367.0
NALIN SOREN,120000000.0,120000000.0,86550781.0,346,106,30.63583815028902,72.12565083333334,321.0
NARAYAN DAS AHIRWAR,66016116.8,66016116.8,51218010.8,193,36,18.65284974093264,77.58410109938487,411.0
NARAYAN TATU RANE,63874747.0,63874747.0,21994974.0,65,26,40.0,34.43453795597813,261.0
NARESH CHANDRA UTTAM PATEL,70761378.0,70761378.0,28783210.0,74,7,9.45945945945946,40.67644075557715,462.0
NAVEEN JINDAL,75856652.0,75856652.0,58660248.0,193,112,58.03108808290155,77.33039417558265,138.0
NEERAJ MAURYA,97933229.0,97933229.0,97488644.0,19,17,89.47368421052632,99.5460325320224,15.0
NILESH DNYANDEV LANKE,82780392.0,82780392.0,23809461.0,64,12,18.75,28.7621989033345,409.0
NIMUBEN JAYANTIBHAI BAMBHANIYA,56368143.0,56368143.0,25662379.0,44,28,63.63636363636363,45.526387129694875,97.0
Nitin Jairam Gadkari,67199843.0,67199843.0,43727554.0,36,19,52.77777777777778,65.07091690675527,177.0
Nityanand Rai,38586039.0,38586039.0,22994739.0,70,40,57.14285714285714,59.59341667591224,143.0
Om Birla,37763952.0,37763952.0,28500390.0,45,15,33.33333333333333,75.46982900518464,303.0
Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,30951833.0,30951833.0,26644490.0,46,30,65.21739130434783,86.08372240829809,90.0
P C Mohan,12139505.0,12139505.0,10439505.0,10,2,20.0,85.99613410925734,396.0
PARIMAL SUKLABAIDYA,32900000.0,32900000.0,5386762.0,54,0,0.0,16.3731367781155,500.0
PARSHOTTAMBHAI RUPALA,87560453.0,87560453.0,40230082.0,201,76,37.81094527363184,45.94549322397864,280.0
PARTHA BHOWMICK,57015000.0,57015000.0,31114929.0,10,4,40.0,54.5732333596422,261.0
PATHAN YUSUF,66628631.0,66628631.0,7860897.0,130,2,1.5384615384615385,11.79807671569899,496.0
PHANI BHUSAN CHOUDHURY,63008000.0,63008000.0,39507232.0,67,3,4.477611940298507,62.70192991366176,483.0
PRABHAKAR REDDY VEMIREDDY,98218793.0,98218793.0,73110117.0,156,122,78.2051282051282,74.43597581167587,42.0
PRADEEP PUROHIT,95371100.0,95371100.0,30622680.0,237,41,17.29957805907173,32.108972214853345,419.0
PRANITI SUSHILKUMAR SHINDE,8498955.0,8498955.0,8440395.0,9,2,22.22222222222222,99.31097411387636,385.0
PRAVEEN PATEL,98136533.0,98136533.0,94371901.0,24,14,58.333333333333336,96.16388322990787,135.0
PRIYA SAROJ,95819411.0,95819411.0,69805592.0,1355,725,53.50553505535055,72.85120130826101,167.0
PRIYANKA SATISH JARKIHOLI,19310772.0,19310772.0,17833577.0,27,16,59.25925925925925,92.35040939844352,129.0
PUSHPENDRA SAROJ,69463719.0,69463719.0,56198890.0,715,607,84.89510489510491,80.90394641841736,26.0
Pankaj Chowdhary,97560284.0,97560284.0,95676373.0,49,19,38.775510204081634,98.06897753598174,272.0
Parvatagouda Chandanagouda Gaddigoudar,88790438.0,88790438.0,63490076.0,169,89,52.662721893491124,71.50553306201734,178.0
Piyush Vedprakash Goyal,98000000.0,98000000.0,30848998.0,49,0,0.0,31.4785693877551,500.0
Prabhubhai Nagarbhai Vasava,77694807.0,77694807.0,27468376.0,248,62,25.0,35.35419812549377,362.0
Pradan Baruah,66899800.0,66899800.0,55702350.0,115,33,28.695652173913043,83.26235653918248,337.0
Pradeep Kumar Singh,118283427.0,118283427.0,118278146.0,68,39,57.35294117647059,99.99553530013972,142.0
Pradyut Bordoloi,83282000.0,83282000.0,66285867.0,175,13,7.428571428571429,79.59206911457458,473.0
Pralhad Venkatesh Joshi,56824932.0,56824932.0,20265814.0,125,28,22.400000000000002,35.66359569070844,384.0
Prasun Banerjee,97521031.0,97521031.0,67743274.0,214,136,63.55140186915887,69.46529718292253,99.0
Pratap Chandra Sarangi,4856000.0,4856000.0,2525000.0,21,10,47.61904761904761,51.99752883031301,207.0
Prataprao Jadhav,1500000.0,1500000.0,1208028.0,2,0,0.0,80.53519999999999,500.0
Pratima Mondal,94654691.0,94654691.0,74379705.0,218,169,77.52293577981652,78.58005156870672,46.0
Praveen Khandelwal,49387308.0,49387308.0,26487847.0,58,35,60.3448275862069,53.6329030122476,123.0
Priyanka Gandhi Vadra,68495751.0,68495751.0,34714501.0,48,10,20.833333333333336,50.68124736671622,393.0
Prof SP Singh Baghel,94125438.0,94125438.0,90115338.0,72,55,76.38888888888889,95.73962141881348,51.0
Prof Sougata Ray,23432419.0,23432419.0,14046615.0,22,12,54.54545454545454,59.94521948416849,158.0
Putta Mahesh Kumar,83694934.0,83694934.0,41237305.0,93,56,60.215053763440864,49.27096901707336,125.0
R.K. CHAUDHARY,47131005.0,47131005.0,34622708.0,74,14,18.91891891891892,73.46057653555233,407.0
RABINDRA NARAYAN BEHERA,30490000.0,30490000.0,9146086.0,70,3,4.285714285714286,29.9970022958347,484.0
RACHNA BANERJEE,70143512.0,70143512.0,34234471.0,69,33,47.82608695652174,48.806325808151726,204.0
RADHAKRISHNA,72100000.0,72100000.0,3254664.0,15,0,0.0,4.514097087378641,500.0
RADHE SHYAM RATHIYA,97341529.0,97341529.0,79422859.0,136,72,52.94117647058824,81.59195752924737,173.0
RAHUL GANDHI,63820942.0,63820942.0,26686627.0,169,74,43.786982248520715,41.81484347253915,236.0
RAHUL SINGH LODHI,81121072.0,81121072.0,72714957.0,267,173,64.7940074906367,89.63756913863268,92.0
RAJ BHUSHAN CHOUDHARY,110634385.0,110634385.0,96375137.0,101,77,76.23762376237624,87.11137771498436,52.0
RAJ KUMAR ROAT,98268377.0,98268377.0,63286521.0,90,21,23.333333333333332,64.40171592535816,376.0
RAJA RAM SINGH,107926044.0,107926044.0,70851783.0,259,114,44.01544401544402,65.64845738253872,232.0
RAJABHAU,72960864.0,72960864.0,43851862.0,78,21,26.923076923076923,60.103265772729884,347.0
RAJEEV BHARDWAJ,121223529.0,121223529.0,79836303.0,494,197,39.878542510121456,65.85875172797519,263.0
RAJEEV RAI,81486860.0,81486860.0,66462043.0,209,108,51.674641148325364,81.56166896110612,185.0
RAJESH RANJAN ALIAS PAPPU YADAV,89027618.0,89027618.0,72622818.0,96,46,47.91666666666667,81.57335850544716,203.0
RAJESH VERMA,81855498.0,81855498.0,74186362.0,76,67,88.1578947368421,90.63088468412958,20.0
RAJPALSINH MAHENDRASINH JADAV,83153814.0,83153814.0,27259601.0,394,90,22.84263959390863,32.7821415383304,381.0
RAKESH RATHOR,96896135.0,96896135.0,90934857.0,47,21,44.680851063829785,93.84776492891073,224.0
RAKIBUL HUSSAIN,63595429.0,63595429.0,45662380.0,127,25,19.68503937007874,71.80135540873543,401.0
RAM PRASAD CHAUDHARY,155496774.0,155496774.0,148429426.0,156,37,23.717948717948715,95.45498738128163,372.0
RAMASAHAYAM RAGHURAM REDDY,69329146.0,69329146.0,20425766.0,200,22,11.0,29.462018759036784,452.0
RAMASHANKAR RAJBHAR,77882970.0,77882970.0,61281620.0,158,84,53.16455696202531,78.68423610450398,171.0
RAMBHUAL NISHAD,88029903.0,88029903.0,86873694.0,13,6,46.15384615384615,98.686572448001,212.0
RAMESH AWASTHI,93544419.0,93544419.0,69418997.0,114,48,42.10526315789473,74.20966182921079,250.0
RANJIT DUTTA,107323218.0,107323218.0,65900399.0,127,22,17.322834645669293,61.403674086626815,418.0
RAVINDRA DATTARAM WAIKAR,98000000.0,98000000.0,53799122.0,46,0,0.0,54.89706326530612,500.0
RICHARD VANLALHMANGAIHA,98944229.0,98944229.0,94866729.0,171,134,78.3625730994152,95.87899158828151,41.0
ROBERT BRUCE C,58317154.0,58317154.0,55819028.0,72,60,83.33333333333334,95.71631016150069,29.0
ROOP KUMARI CHOUDHARY,106684962.0,106684962.0,74812172.0,163,72,44.171779141104295,70.12438360337983,230.0
RUCHI VIRA,62006175.0,62006175.0,52167110.0,269,165,61.33828996282528,84.13212071217102,114.0
RUDRA NARAYAN PANY,24427000.0,24427000.0,3039057.0,28,0,0.0,12.441384533508003,500.0
Radha Mohan Singh,84023808.0,82526308.0,69803891.0,82,60,73.17073170731707,83.07632403425467,60.0
Rahul Kaswan,91993464.0,91993464.0,56423100.0,109,37,33.94495412844037,61.33381388921283,298.0
Rajeshbhai Naranbhai Chudasama,80994052.0,80994052.0,56040284.0,246,153,62.19512195121951,69.19061661466202,108.0
Rajiv Pratap Rudy,10900000.0,10900000.0,0.0,9,0,0.0,0.0,500.0
Rajkumar Chahar,106977092.0,106977092.0,96369831.0,50,45,90.0,90.08454912945287,13.0
Rajnath Singh,94238976.0,94238976.0,74407887.0,92,31,33.69565217391305,78.95659541122349,301.0
Raju Bista,67020884.0,67020884.0,43617451.0,122,73,59.83606557377049,65.08038748041581,128.0
Ram Shiromani,45617210.0,45617210.0,14754674.0,649,0,0.0,32.344534003723595,500.0
Ramesh Chandappa Jigajinagi,39055000.0,39055000.0,22650977.0,120,0,0.0,57.99763666623991,500.0
Ramprit Mandal,123843661.0,123843661.0,104954304.0,120,86,71.66666666666667,84.74741714878729,67.0
Ramvir Singh Bidhuri,93862699.0,93862699.0,28849836.0,102,41,40.19607843137255,30.73620970562545,260.0
Rao Inderjit Singh,37123784.0,37123784.0,18555511.0,36,12,33.33333333333333,49.98281155821831,303.0
Rao Rajendra Singh,30848558.0,30848558.0,11660844.0,41,10,24.390243902439025,37.800288752556924,365.0
Ravi Shankar Prasad,61225274.0,61225274.0,56647683.0,72,60,83.33333333333334,92.52336379907422,29.0
Ravindra Shyamnarayan Alias Ravi Kishan Shukla,21318500.0,21318500.0,12572509.0,9,0,0.0,58.974641743086984,500.0
Ravindra Vasantrao Chavan,39378332.0,39378332.0,39344293.0,48,26,54.166666666666664,99.9135590608561,160.0
Rodmal Nagar,102449140.0,102449140.0,91407905.0,277,54,19.494584837545126,89.2227157787757,402.0
S SUPONGMEREN JAMIR,145750000.0,145750000.0,138150000.0,54,38,70.37037037037037,94.78559176672384,72.0
S Venkatesan,72173440.0,72173440.0,47072440.0,105,46,43.80952380952381,65.22127807681053,235.0
S. Jagathrakshakan,53849593.0,53849593.0,50567596.0,55,34,61.81818181818181,93.90525198584137,112.0
SACHITHANANTHAM R,97063339.0,97063339.0,90527072.0,79,50,63.29113924050633,93.26597759015894,102.0
SAGAR ESHWAR KHANDRE,36952997.0,36952997.0,15422826.0,86,5,5.813953488372093,41.73633332094823,477.0
SALENG A SANGMA,105070000.0,105070000.0,96535000.0,235,119,50.638297872340424,91.87684400875607,190.0
SAMBIT PATRA,78208525.0,78208525.0,38354750.0,653,542,83.00153139356816,49.041648592656614,31.0
SANATAN PANDEY,108750043.0,108750043.0,74595388.0,242,62,25.6198347107438,68.59343310788391,358.0
SANJAY DINA PATIL,48600000.0,48600000.0,5955517.0,25,0,0.0,12.254150205761318,500.0
SANJNA JATAV,87476852.1,87476852.1,65180387.1,166,74,44.57831325301205,74.51158281906216,226.0
SARABJEET SINGH KHALSA,111933973.0,111933973.0,92900902.0,488,225,46.10655737704918,82.99616238941148,213.0
SATPAL BRAHAMCHARI,78264526.0,78264526.0,32156228.0,117,19,16.23931623931624,41.086593944234714,426.0
SAVITRI THAKUR,97615331.0,97615331.0,78575366.0,284,179,63.02816901408451,80.4949029983825,104.0
SAYANI GHOSH,82473180.0,82473180.0,49785004.0,209,113,54.066985645933016,60.36508353382275,161.0
SELJA,81250121.0,81250121.0,24402101.0,255,59,23.137254901960784,30.0333103503932,378.0
SELVAGANAPATHI T M,4300000.0,4300000.0,1967994.0,2,0,0.0,45.7673023255814,500.0
SELVARAJ V,68455363.0,68455363.0,50673389.0,71,43,60.56338028169014,74.02398698842632,121.0
SHAFI PARAMBIL,46237000.0,46237000.0,15909800.0,123,15,12.195121951219512,34.409239353764306,446.0
SHAMBHAVI,72708644.0,72708644.0,24196418.0,102,16,15.686274509803921,33.2785988967144,429.0
SHASHANK MANI,92054042.0,92054042.0,78769529.0,84,45,53.57142857142857,85.56878903807396,166.0
SHER SINGH GHUBAYA,97768251.0,97768251.0,91425989.0,394,361,91.6243654822335,93.51296363069848,11.0
SHIVMANGAL SINGH TOMAR,25472294.0,25472294.0,20290158.0,53,28,52.83018867924528,79.65579385979134,176.0
SHIVRAJ SINGH CHOUHAN,49143125.0,49143125.0,38851625.0,78,10,12.82051282051282,79.05810833153161,442.0
SHOBHA KARANDLAJE,86470632.0,86470632.0,61473509.0,82,21,25.609756097560975,71.09177714810735,359.0
SHOBHANABEN MAHENDRASINH BARAIYA,91801464.0,91801464.0,49780570.0,258,125,48.44961240310077,54.22633564972341,201.0
SHREYAS. M. PATEL,79071537.0,79071537.0,57203008.0,158,23,14.556962025316455,72.34336168272534,434.0
SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,90898677.0,90898677.0,15721959.0,125,16,12.8,17.2961362242929,443.0
SK NURUL ISLAM,35118648.0,35118648.0,30740105.0,18,6,33.33333333333333,87.5321424674435,303.0
SMITA UDAY WAGH,16031266.0,16031266.0,14030677.0,10,9,90.0,87.52070485262985,13.0
SUDAMA PRASAD,74290922.0,74290922.0,56418007.0,103,66,64.07766990291263,75.94199328957043,93.0
SUDHA R,61334000.0,61334000.0,32293145.0,86,22,25.581395348837212,52.65129455114619,360.0
SUDHAKAR SINGH,141226994.0,141226994.0,123581875.0,147,98,66.66666666666666,87.50584537684063,82.0
SUKANTA KUMAR PANIGRAHI,81842769.0,81842769.0,53290464.0,268,148,55.223880597014926,65.11322215894235,155.0
SUKHDEO BHAGAT,144072123.0,144072123.0,137699257.0,269,80,29.739776951672862,95.57661408237873,329.0
SUKHJINDER SINGH RANDHAWA,103203530.0,103203530.0,55789772.0,298,90,30.201342281879196,54.058007511952354,324.0
SUNIL BOSE,59850000.0,59850000.0,50427615.0,73,20,27.397260273972602,84.25666666666667,343.0
SURENDRA PRASAD YADAV,100726860.0,100726860.0,68477331.0,265,141,53.20754716981132,67.98318839681889,170.0
SURESH GOPI,71973214.0,71973214.0,16001891.0,63,15,23.809523809523807,22.233119949318922,370.0
SURESH KUMAR SHETKAR,37377166.0,37377166.0,28174768.0,141,64,45.39007092198582,75.37962615999298,217.0
Sanjay Haribhau Jadhav,57454456.0,57454456.0,40999822.0,64,28,43.75,71.36056078922756,237.0
Sanjay Kumar Bandi,96980396.0,96980396.0,65274491.0,372,171,45.96774193548387,67.30689262188618,214.0
Sanjay Seth,97792648.0,97792648.0,87528580.0,150,49,32.666666666666664,89.5042539394168,308.0
Sanjay Uttamrao Deshmukh,27331444.87,27331444.87,24518118.0,46,23,50.0,89.70662954929246,195.0
Santosh Pandey,83655301.0,83655301.0,61085849.0,171,70,40.93567251461988,73.02089439616026,257.0
Saptagiri Sankar Ulaka,123939829.0,123939829.0,67850166.0,389,159,40.87403598971722,54.74444054622667,258.0
Sasikanth Senthil,93369219.0,93369219.0,84659653.0,149,87,58.38926174496645,90.67190869402046,134.0
Saumitra khan,91853695.0,91853695.0,55082234.0,80,48,60.0,59.96735787275623,127.0
Shankar Lalwani,104114671.0,104114671.0,76328760.0,258,145,56.201550387596896,73.31220400245033,151.0
Shatrughan Sinha,96621025.0,96621025.0,66966504.0,27,5,18.51851851851852,69.30841812121119,412.0
Shri  Dharambir Singh,75580935.0,75580935.0,57924535.0,185,101,54.59459459459459,76.63908232942606,157.0
Shri Abhishek Banerjee,92418414.0,92418414.0,70367388.0,315,200,63.49206349206349,76.14000820226151,100.0
Shri Amar Singh,81958804.0,81958804.0,40942395.0,250,59,23.599999999999998,49.95484682768187,373.0
Shri Amit Shah,33892769.0,33892769.0,11529274.0,65,22,33.84615384615385,34.016913755261484,299.0
Shri Anil Firojiya,96335496.0,96335496.0,76951399.0,244,152,62.295081967213115,79.8785517230326,107.0
Shri Arjun Ram Meghwal,65316102.0,65316102.0,29744111.0,53,16,30.18867924528302,45.53871111291975,325.0
Shri Arun Kumar Sagar,145876200.0,145876200.0,130143000.0,7,4,57.14285714285714,89.21469026475874,143.0
Shri B Y Raghavendra,84735295.0,84735295.0,69561261.0,210,49,23.333333333333332,82.09242795460852,376.0
Shri Benny Behanan,58540547.0,58540547.0,28691022.0,80,13,16.25,49.01051232063137,425.0
Shri Bhartruhari Mahtab,88881568.0,88881568.0,35411567.0,274,86,31.386861313868614,39.84129420399064,316.0
Shri Chandra Prakash Choudhary,91399022.0,91399022.0,54889366.0,608,49,8.05921052631579,60.05465353885297,470.0
Shri Deepak (Dev) Adhikari,90303550.0,90303550.0,87788715.0,179,165,92.17877094972067,97.21513163103776,9.0
Shri Gurjeet Singh Aujla,85451676.0,85451676.0,66371695.0,219,91,41.55251141552511,77.67161290084,253.0
Shri Hanuman Beniwal,88140067.0,88140067.0,66606792.0,234,175,74.78632478632478,75.5692550131599,57.0
Shri Hibi Eden,71183460.0,71183460.0,24928980.0,67,18,26.865671641791046,35.020747797311344,348.0
Shri Janardan Singh Sigriwal,78540256.0,78540256.0,46417759.0,68,18,26.47058823529412,59.100595495894495,350.0
Shri Jual Oram,99818256.0,99818256.0,60290931.0,176,91,51.70454545454546,60.40070565849197,184.0
Shri Jugal Kishore Sharma,100330395.0,100330395.0,30369749.0,189,42,22.22222222222222,30.269739294856755,385.0
Shri Jyotirmay Singh Mahato,26371093.0,26371093.0,11711831.0,65,15,23.076923076923077,44.411625259521855,379.0
Shri Karti P Chidambaram,102815129.0,102815129.0,97237605.0,141,117,82.97872340425532,94.57519136118576,32.0
Shri Kumbakudi Sudhakaran,54576376.0,54576376.0,26785182.0,164,61,37.19512195121951,49.078344813514185,284.0
Shri LS Tejasvi Surya,63439544.0,63439544.0,39666820.0,61,24,39.34426229508197,62.526962678041954,266.0
Shri M K Raghavan,32614335.0,32614335.0,9037475.0,81,14,17.28395061728395,27.71013114325342,420.0
Shri NK Premachandran,125761883.34,125761883.34,64475987.0,182,46,25.274725274725274,51.268305855191244,361.0
Shri Narendra Modi,102292548.0,102292548.0,88819703.0,216,193,89.35185185185185,86.82910411030137,16.0
Shri PP Chaudhary,25853173.0,25853173.0,13212090.0,34,8,23.52941176470588,51.104326730030394,374.0
Shri Rajmohan Unnithan,68183281.0,68183281.0,28932795.0,192,56,29.166666666666668,42.43385559577281,335.0
Shri Sarbananda Sonowal (18LS),59542773.0,59542773.0,21671810.0,59,3,5.084745762711865,36.39704519640024,481.0
Shri Satish Kumar Gautam,97816769.0,97816769.0,87713538.0,76,21,27.631578947368425,89.67126894162696,340.0
Shri Shantanu Thakur,5993836.0,5993836.0,5993836.0,8,8,100.0,100.0,1.0
Shri Sudheer Gupta,34144092.0,34144092.0,20345844.0,190,60,31.57894736842105,59.58818292781076,314.0
Shri Suresh Kodikunnil,91110361.0,91110361.0,41963456.0,136,61,44.85294117647059,46.05783089806877,222.0
Shri Tapir Gao,96293352.0,96293352.0,94234470.0,110,102,92.72727272727272,97.86186485646485,8.0
Shri vijayakumar Vasanth,70332266.0,70332266.0,56848972.0,62,39,62.903225806451616,80.8291488859466,105.0
Shrikant Eknath Shinde,325000.0,325000.0,325000.0,1,0,0.0,100.0,500.0
Shripad Yesso Naik,16703355.3,16703355.3,15476370.0,26,1,3.8461538461538463,92.65425851295876,486.0
Shrirang Appa Barne,39746842.0,39746842.0,35720911.0,50,32,64.0,89.87106698942272,94.0
Shyamkumar,5200000.0,5200000.0,5141086.0,6,1,16.666666666666664,98.86703846153846,421.0
Sivanath Kesineni,39192032.0,39192032.0,6329561.0,12,1,8.333333333333332,16.15012204521572,468.0
Smt Anupriya Patel,71228000.0,71228000.0,51732584.0,10,0,0.0,72.62956140843488,500.0
Smt Aparajita Sarangi,78800000.0,78800000.0,29747444.0,228,47,20.614035087719298,37.75056345177665,394.0
Smt Dimple Yadav,122649146.0,122649146.0,71677973.0,153,53,34.64052287581699,58.44147744820008,294.0
Smt Harsimrat Kaur Badal,108434419.0,108434419.0,82260873.0,315,139,44.12698412698413,75.86232651829859,231.0
Smt Hema Malini,52708358.0,52708358.0,40721168.0,58,33,56.896551724137936,77.25751578146297,146.0
Smt Himadri Singh,88933400.0,88933400.0,57113796.0,140,43,30.714285714285715,64.22086190340187,320.0
Smt Poonamben Hematbhai Maadam,52600944.0,52600944.0,25917848.0,116,45,38.793103448275865,49.27259100140864,271.0
Smt Raksha Nikhil Khadse,12044664.0,12044664.0,5871973.0,7,3,42.857142857142854,48.751654674634345,243.0
Smt S Jothimani,67139988.0,67139988.0,47711966.0,116,86,74.13793103448276,71.06341156927225,58.0
Smt Sajda Ahmed,70240219.0,70240219.0,47212277.0,131,91,69.46564885496184,67.21544675138328,76.0
Smt Sandhya Ray,38260226.0,38260226.0,25218035.0,97,61,62.88659793814433,65.91188196326911,106.0
Smt Sangeeta Kumari Singh Deo,63750000.0,63750000.0,4193424.0,182,3,1.6483516483516485,6.57792,494.0
Smt Satabdi Roy (Banerjee),71713235.6,71713235.6,48307379.6,94,62,65.95744680851064,67.36187427024977,88.0
Smt Supriya Sadanand Sule,25855903.0,25855903.0,23046333.0,35,10,28.57142857142857,89.13373862827379,338.0
Smt Veena Devi,136061689.0,136061689.0,131108889.0,53,30,56.60377358490566,96.35988643357206,149.0
Sribharat MathuKumli,68615000.0,68615000.0,10903207.0,33,0,0.0,15.890413174961743,500.0
Sudip Bandyopadhyay,72127830.0,72127830.0,46311063.0,34,9,26.47058823529412,64.20692678540308,350.0
Sunil Dattatray Tatkare,83041356.0,83041356.0,58660128.0,51,18,35.294117647058826,70.63965573972564,289.0
Sunil Kumar,79855069.0,79855069.0,63664429.0,99,75,75.75757575757575,79.72496899351499,53.0
Suresh Kumar Kashyap,106205358.0,106205358.0,90424211.0,516,83,16.08527131782946,85.14091257053151,427.0
Swami Sachchidanandhari Sakshi ji Maharaj,89314507.0,89314507.0,63423848.0,76,11,14.473684210526317,71.01180998513489,435.0
T Sumathy (A) Thamizhachi Thangapandian,60310616.0,60310616.0,28530278.0,23,5,21.73913043478261,47.30556557406079,389.0
