State,Constituency,Constituency_ID,District_Code,Latitude,Longitude,Spatial_Cluster_ID,Zone_Fraud_Risk_Score
Haryana,HISAR,CONST_271,DIST_271,33.4955,68.1457,CLUSTER_23,11.93
Madhya Pradesh,DEWAS(SC),CONST_272,DIST_272,23.5205,82.0164,CLUSTER_26,11.2
Uttar Pradesh,PRATAPGARH,CONST_273,DIST_273,12.4407,80.9843,CLUSTER_25,41.51
Uttarakhand,TEHRI GARHWAL,CONST_274,DIST_274,24.4132,71.633,CLUSTER_4,44.55
Uttar Pradesh,CHANDAULI,CONST_275,DIST_275,32.6551,81.3741,CLUSTER_19,60.26
Uttar Pradesh,BADAUN,CONST_276,DIST_276,9.9847,94.3702,CLUSTER_14,81.69
Uttar Pradesh,BAHRAICH(SC),CONST_277,DIST_277,12.9855,89.2764,CLUSTER_1,43.17
Uttar Pradesh,LUCKNOW,CONST_278,DIST_278,27.4565,88.5992,CLUSTER_43,64.39
Karnataka,CHITRADURGA(SC),CONST_279,DIST_279,15.3319,80.5852,CLUSTER_35,71.37
Uttar Pradesh,MAHARAJGANJ_UP,CONST_280,DIST_280,22.6125,87.4945,CLUSTER_23,23.32
Karnataka,KOPPAL,CONST_281,DIST_281,29.7999,93.571,CLUSTER_1,62.84
Bihar,DARBHANGA,CONST_282,DIST_282,17.1753,87.7481,CLUSTER_48,89.89
Tamil Nadu,TIRUCHIRAPPALLI,CONST_283,DIST_283,23.9652,78.7992,CLUSTER_36,83.73
Bihar,UJJARPUR,CONST_284,DIST_284,24.4155,73.8288,CLUSTER_29,72.91
West Bengal,JANGIPUR,CONST_285,DIST_285,11.7447,82.1665,CLUSTER_27,10.59
Uttar Pradesh,ETAH,CONST_286,DIST_286,11.9095,80.153,CLUSTER_34,87.43
West Bengal,GHATAL,CONST_287,DIST_287,10.0637,82.943,CLUSTER_3,19.69
West Bengal,JADAVPUR,CONST_288,DIST_288,20.4752,85.9691,CLUSTER_7,81.17
Manipur,OUTER MANIPUR(ST),CONST_289,DIST_289,34.0362,89.7636,CLUSTER_26,26.84
Rajasthan,JALORE,CONST_290,DIST_290,24.5208,70.6267,CLUSTER_50,30.82
Bihar,VALMIKI NAGAR,CONST_291,DIST_291,23.0345,91.4216,CLUSTER_21,26.53
Uttar Pradesh,KANNAUJ,CONST_292,DIST_292,28.7216,89.8479,CLUSTER_24,71.61
Gujarat,BHARUCH,CONST_293,DIST_293,36.0396,87.4561,CLUSTER_14,82.3
Chandigarh,CHANDIGARH,CONST_294,DIST_294,27.0958,92.0933,CLUSTER_45,42.4
Karnataka,BAGALKOT,CONST_295,DIST_295,31.4143,86.5183,CLUSTER_30,29.63
Uttar Pradesh,BARABANKI(SC),CONST_296,DIST_296,13.2277,74.8861,CLUSTER_20,76.39
Gujarat,MAHESANA,CONST_297,DIST_297,28.1474,89.3261,CLUSTER_5,11.57
Gujarat,BHAVNAGAR,CONST_298,DIST_298,13.2425,71.1491,CLUSTER_36,73.19
Gujarat,SURAT,CONST_299,DIST_299,32.2318,86.1189,CLUSTER_1,88.06
Goa,SOUTH GOA,CONST_300,DIST_300,28.9628,69.6703,CLUSTER_45,85.59
Madhya Pradesh,KHAJURAHO,CONST_301,DIST_301,13.3519,73.285,CLUSTER_46,18.03
West Bengal,MEDINIPUR,CONST_302,DIST_302,10.5122,87.827,CLUSTER_14,45.22
Karnataka,CHIKBALLAPUR,CONST_303,DIST_303,12.635,94.4917,CLUSTER_49,62.31
Karnataka,KOLAR(SC),CONST_304,DIST_304,23.5957,70.9173,CLUSTER_16,27.73
Tripura,TRIPURA EAST(ST),CONST_305,DIST_305,30.0727,88.0779,CLUSTER_15,88.76
Odisha,BHUBANESWAR,CONST_306,DIST_306,22.7764,85.5931,CLUSTER_15,54.33
Punjab,LUDHIANA,CONST_307,DIST_307,26.8247,95.3542,CLUSTER_31,30.15
Kerala,KOTTAYAM,CONST_308,DIST_308,35.9612,80.9248,CLUSTER_10,30.86
Bihar,MUZAFFARPUR,CONST_309,DIST_309,9.6274,92.0536,CLUSTER_15,62.88
Meghalaya,SHILLONG,CONST_310,DIST_310,35.4005,91.1999,CLUSTER_29,15.86
Maharashtra,BEED,CONST_311,DIST_311,27.5981,79.9749,CLUSTER_33,27.81
Andhra Pradesh,ANANTAPUR,CONST_312,DIST_312,30.3646,68.091,CLUSTER_4,72.71
Odisha,KEONJHAR(ST),CONST_313,DIST_313,12.0793,73.1636,CLUSTER_10,11.31
Andhra Pradesh,NANDYAL,CONST_314,DIST_314,25.9468,96.0957,CLUSTER_25,10.19
Uttar Pradesh,AKBARPUR,CONST_315,DIST_315,36.2565,69.7442,CLUSTER_3,13.37
Delhi,SOUTH DELHI,CONST_316,DIST_316,11.7854,71.448,CLUSTER_38,68.48
Maharashtra,BARAMATI,CONST_317,DIST_317,20.6099,95.0419,CLUSTER_39,42.76
Karnataka,BANGALORE NORTH,CONST_318,DIST_318,18.3819,75.8337,CLUSTER_43,40.8
Madhya Pradesh,JABALPUR,CONST_319,DIST_319,36.4406,77.4059,CLUSTER_11,78.26
Karnataka,DAKSHINA KANNADA,CONST_320,DIST_320,12.3577,83.5524,CLUSTER_13,61.66
Bihar,KARAKAT,CONST_321,DIST_321,29.6217,70.1883,CLUSTER_43,73.12
Delhi,WEST DELHI,CONST_322,DIST_322,34.8079,74.0149,CLUSTER_18,52.13
Assam,BARPETA,CONST_323,DIST_323,16.5594,80.8063,CLUSTER_41,31.47
Uttar Pradesh,MATHURA,CONST_324,DIST_324,34.8226,70.4016,CLUSTER_50,46.7
Karnataka,SHIMOGA,CONST_325,DIST_325,22.6496,73.6047,CLUSTER_35,87.58
Maharashtra,HATKANANGLE,CONST_326,DIST_326,29.724,69.8667,CLUSTER_44,48.44
Karnataka,MYSORE,CONST_327,DIST_327,29.8357,69.3504,CLUSTER_8,30.61
Maharashtra,CHANDRAPUR,CONST_328,DIST_328,32.601,91.9522,CLUSTER_23,27.95
Telangana,NALGONDA,CONST_329,DIST_329,22.6427,84.611,CLUSTER_18,17.12
Gujarat,SURENDRANAGAR,CONST_330,DIST_330,12.7202,68.3424,CLUSTER_48,73.75
West Bengal,MALDAHA DAKSHIN,CONST_331,DIST_331,13.4327,74.343,CLUSTER_35,12.93
Uttar Pradesh,AMETHI,CONST_332,DIST_332,16.1985,75.8537,CLUSTER_30,73.56
Odisha,KENDRAPARA,CONST_333,DIST_333,17.9627,87.2077,CLUSTER_43,39.34
Uttar Pradesh,MAINPURI,CONST_334,DIST_334,21.0032,78.4816,CLUSTER_20,30.78
Uttar Pradesh,BAGHPAT,CONST_335,DIST_335,29.054,87.7997,CLUSTER_14,44.08
Bihar,JAMUI(SC),CONST_336,DIST_336,10.619,76.6677,CLUSTER_47,44.48
Kerala,PALAKKAD,CONST_337,DIST_337,17.5054,83.808,CLUSTER_38,61.64
Maharashtra,MUMBAI NORTH-CENTRAL,CONST_338,DIST_338,20.2149,76.7135,CLUSTER_1,29.33
Jammu And Kashmir,JAMMU,CONST_339,DIST_339,14.354,75.6119,CLUSTER_48,77.09
Madhya Pradesh,RATLAM(ST),CONST_340,DIST_340,30.2162,85.9501,CLUSTER_13,56.69
Tamil Nadu,THENI,CONST_341,DIST_341,15.5284,80.332,CLUSTER_49,29.29
Gujarat,AHMEDABAD WEST(SC),CONST_342,DIST_342,8.4544,75.8856,CLUSTER_29,33.78
Uttar Pradesh,AZAMGARH,CONST_343,DIST_343,21.7211,71.3713,CLUSTER_39,86.52
Uttar Pradesh,SANT KABIR NAGAR,CONST_344,DIST_344,23.9421,68.987,CLUSTER_18,69.12
Maharashtra,MADHA,CONST_345,DIST_345,27.5492,80.0885,CLUSTER_10,35.33
Assam,Sonitpur,CONST_346,DIST_346,24.2261,81.7173,CLUSTER_27,76.45
Andhra Pradesh,GUNTUR,CONST_347,DIST_347,27.677,76.3523,CLUSTER_7,51.19
Maharashtra,AURANGABAD_MH,CONST_348,DIST_348,27.0614,80.5852,CLUSTER_25,76.72
Punjab,GURDASPUR,CONST_349,DIST_349,35.2672,75.5734,CLUSTER_4,50.42
Manipur,INNER MANIPUR,CONST_350,DIST_350,21.9752,71.596,CLUSTER_41,14.43
Uttar Pradesh,GORAKHPUR,CONST_351,DIST_351,35.4419,76.8686,CLUSTER_6,36.64
Andhra Pradesh,SRIKAKULAM,CONST_352,DIST_352,15.2719,92.2246,CLUSTER_22,87.97
Telangana,KHAMMAM,CONST_353,DIST_353,33.2328,96.7817,CLUSTER_10,85.23
Maharashtra,GADCHIROLI-CHIMUR(ST),CONST_354,DIST_354,13.3175,85.3377,CLUSTER_48,65.15
Kerala,THIRUVANANTHAPURAM,CONST_355,DIST_355,30.9985,87.3344,CLUSTER_50,81.39
Bihar,BHAGALPUR,CONST_356,DIST_356,8.047,96.6912,CLUSTER_39,23.69
Andhra Pradesh,ONGOLE,CONST_357,DIST_357,20.3641,69.6878,CLUSTER_23,70.26
Tripura,TRIPURA WEST,CONST_358,DIST_358,30.1277,84.5547,CLUSTER_3,71.44
Rajasthan,BARMER,CONST_359,DIST_359,32.6785,69.9251,CLUSTER_40,85.3
Karnataka,TUMKUR,CONST_360,DIST_360,26.9445,82.8113,CLUSTER_38,77.49
Odisha,ASKA,CONST_361,DIST_361,33.6774,90.5394,CLUSTER_43,49.32
Uttar Pradesh,MORADABAD,CONST_362,DIST_362,14.154,90.4541,CLUSTER_27,77.67
Uttar Pradesh,JAUNPUR,CONST_363,DIST_363,27.5489,77.4858,CLUSTER_7,13.49
Maharashtra,WARDHA,CONST_364,DIST_364,28.5096,94.7273,CLUSTER_10,12.94
Punjab,FATEHGARH SAHIB(SC),CONST_365,DIST_365,33.0754,69.5178,CLUSTER_11,29.82
Maharashtra,YAVATMAL-WASHIM,CONST_366,DIST_366,21.7116,83.6158,CLUSTER_46,24.54
West Bengal,MALDAHA UTTAR,CONST_367,DIST_367,25.5609,76.2116,CLUSTER_22,66.09
Karnataka,BIJAPUR(SC),CONST_368,DIST_368,27.7945,90.659,CLUSTER_41,42.97
Jammu And Kashmir,ANANTNAG,CONST_369,DIST_369,35.3892,86.4846,CLUSTER_13,80.19
Uttar Pradesh,FATEHPUR,CONST_370,DIST_370,28.5782,92.1417,CLUSTER_17,71.13
Gujarat,VALSAD(ST),CONST_371,DIST_371,17.292,75.0167,CLUSTER_13,27.78
Maharashtra,AHMEDNAGAR,CONST_372,DIST_372,31.4436,75.3162,CLUSTER_33,12.01
Andhra Pradesh,NELLORE(SC),CONST_373,DIST_373,23.7202,70.3294,CLUSTER_23,36.42
Himachal Pradesh,HAMIRPUR_HP,CONST_374,DIST_374,17.5818,89.0251,CLUSTER_20,44.91
Uttar Pradesh,ALIGARH,CONST_375,DIST_375,19.7484,85.6554,CLUSTER_45,30.51
Karnataka,HASSAN,CONST_376,DIST_376,34.6705,74.0289,CLUSTER_37,12.04
Tamil Nadu,MAYILADUTHURAI,CONST_377,DIST_377,33.3492,78.4897,CLUSTER_32,74.54
Bihar,GAYA (SC),CONST_378,DIST_378,14.7792,88.3029,CLUSTER_1,59.82
Maharashtra,JALNA,CONST_379,DIST_379,16.7016,93.7889,CLUSTER_18,88.62
Telangana,MAHABUBNAGAR,CONST_380,DIST_380,8.8547,68.1869,CLUSTER_10,46.4
Uttar Pradesh,KHERI,CONST_381,DIST_381,11.6435,89.1248,CLUSTER_24,69.05
Odisha,CUTTACK,CONST_382,DIST_382,24.4821,84.7657,CLUSTER_16,71.15
Odisha,NABARANGPUR(ST),CONST_383,DIST_383,13.5632,90.6812,CLUSTER_24,77.98
Maharashtra,HINGOLI,CONST_384,DIST_384,36.3169,77.3497,CLUSTER_19,40.02
Madhya Pradesh,BALAGHAT,CONST_385,DIST_385,31.3886,82.7362,CLUSTER_46,24.68
Karnataka,DAVANAGERE,CONST_386,DIST_386,29.5401,81.9182,CLUSTER_43,66.71
Andhra Pradesh,VIZIANAGARAM,CONST_387,DIST_387,9.528,81.4336,CLUSTER_24,21.28
Haryana,SIRSA(SC),CONST_388,DIST_388,19.523,84.6841,CLUSTER_25,38.36
Kerala,THRISSUR,CONST_389,DIST_389,36.4876,88.2725,CLUSTER_21,63.59
Maharashtra,KOLHAPUR,CONST_390,DIST_390,17.1491,76.7247,CLUSTER_5,54.9
Tamil Nadu,CHIDAMBARAM(SC),CONST_391,DIST_391,19.9844,85.9054,CLUSTER_34,42.99
Uttar Pradesh,MISRIKH(SC),CONST_392,DIST_392,32.1825,74.3286,CLUSTER_27,44.88
Assam,DIBRUGARH,CONST_393,DIST_393,15.9929,88.5597,CLUSTER_30,31.16
Uttarakhand,NAINITAL UDHAM SINGH NAG.,CONST_394,DIST_394,23.3466,78.1912,CLUSTER_10,47.63
Gujarat,BANASKANTHA,CONST_395,DIST_395,33.1737,77.5565,CLUSTER_10,29.59
Bihar,MAHARAJGANJ_BR,CONST_396,DIST_396,32.3281,95.3783,CLUSTER_26,40.37
Gujarat,PANCHMAHAL,CONST_397,DIST_397,24.492,82.5407,CLUSTER_26,69.26
Uttarakhand,ALMORA(SC),CONST_398,DIST_398,29.2422,94.7431,CLUSTER_28,79.95
Karnataka,HAVERI,CONST_399,DIST_399,31.1417,77.427,CLUSTER_18,71.42
Tamil Nadu,KRISHNAGIRI,CONST_400,DIST_400,25.9309,74.6888,CLUSTER_21,45.73
Odisha,JAJPUR(SC),CONST_401,DIST_401,32.1453,79.5165,CLUSTER_31,19.51
Tamil Nadu,KALLAKURICHI,CONST_402,DIST_402,9.1067,80.8286,CLUSTER_27,43.74
Rajasthan,JAIPUR RURAL,CONST_403,DIST_403,25.9193,69.7658,CLUSTER_9,16.8
Maharashtra,SANGLI,CONST_404,DIST_404,9.5799,73.656,CLUSTER_3,70.5
Haryana,KARNAL,CONST_405,DIST_405,32.8601,89.3098,CLUSTER_12,39.75
Kerala,ATTINGAL,CONST_406,DIST_406,18.8491,74.8336,CLUSTER_24,24.96
Madhya Pradesh,BHOPAL,CONST_407,DIST_407,31.8673,94.4911,CLUSTER_6,75.57
Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,CONST_408,DIST_408,12.615,68.1267,CLUSTER_22,59.55
Tamil Nadu,TIRUNELVELI,CONST_409,DIST_409,21.4632,82.8849,CLUSTER_40,33.57
West Bengal,ALIPURDUARS(ST),CONST_410,DIST_410,36.4081,87.9326,CLUSTER_41,20.93
Gujarat,PORBANDAR,CONST_411,DIST_411,24.4918,93.0041,CLUSTER_11,26.97
Chhattisgarh,KANKER(ST),CONST_412,DIST_412,18.9616,96.9667,CLUSTER_25,84.48
Bihar,ARRAH,CONST_413,DIST_413,20.2664,68.2336,CLUSTER_31,20.09
Jharkhand,LOHARDAGA(ST),CONST_414,DIST_414,12.2501,91.5976,CLUSTER_45,59.43
Maharashtra,SHIRDI(SC),CONST_415,DIST_415,15.8997,93.7296,CLUSTER_46,55.37
Jammu And Kashmir,SRINAGAR,CONST_416,DIST_416,35.7686,87.5545,CLUSTER_38,38.9
Tamil Nadu,RAMANATHAPURAM,CONST_417,DIST_417,20.5862,75.1231,CLUSTER_19,20.99
Rajasthan,DAUSA(ST),CONST_418,DIST_418,12.1044,81.5649,CLUSTER_1,48.08
Jharkhand,PALAMU(SC),CONST_419,DIST_419,28.6277,95.2403,CLUSTER_9,37.72
Tamil Nadu,NAGAPATTINAM(SC),CONST_420,DIST_420,34.2551,92.8869,CLUSTER_50,23.3
Uttar Pradesh,BULANDSHAHR(SC),CONST_421,DIST_421,10.8143,83.1066,CLUSTER_28,52.76
Karnataka,RAICHUR(ST),CONST_422,DIST_422,35.0108,75.5404,CLUSTER_18,27.58
Madhya Pradesh,GWALIOR,CONST_423,DIST_423,36.6967,88.6752,CLUSTER_7,61.05
Odisha,BHADRAK(SC),CONST_424,DIST_424,19.9751,84.0575,CLUSTER_1,73.9
Rajasthan,RAJSAMAND,CONST_425,DIST_425,26.3339,87.0213,CLUSTER_36,57.04
Jharkhand,KODARMA,CONST_426,DIST_426,22.2434,74.1817,CLUSTER_26,44.69
Odisha,KANDHAMAL,CONST_427,DIST_427,32.4604,83.7857,CLUSTER_41,25.22
Andhra Pradesh,RAJAHMUNDRY,CONST_428,DIST_428,21.6333,74.7811,CLUSTER_7,40.25
Kerala,VADAKARA,CONST_429,DIST_429,11.3263,81.8141,CLUSTER_19,41.48
Uttar Pradesh,SAHARANPUR,CONST_430,DIST_430,17.6186,89.8886,CLUSTER_11,31.24
Kerala,WAYANAD,CONST_431,DIST_431,23.82,81.5024,CLUSTER_28,89.18
Assam,Darrang-Udalguri,CONST_432,DIST_432,28.6548,77.2292,CLUSTER_41,39.22
Uttar Pradesh,PHULPUR,CONST_433,DIST_433,36.6838,74.9813,CLUSTER_20,38.06
Bihar,NALANDA,CONST_434,DIST_434,29.6676,74.6013,CLUSTER_25,18.35
Kerala,KOZHIKODE,CONST_435,DIST_435,28.0959,86.1728,CLUSTER_22,62.71
Odisha,BALASORE,CONST_436,DIST_436,25.8226,86.6358,CLUSTER_25,20.28
West Bengal,BANGAON(SC),CONST_437,DIST_437,31.1402,79.1091,CLUSTER_12,86.1
Telangana,KARIMNAGAR,CONST_438,DIST_438,22.4818,88.1935,CLUSTER_6,31.18
Kerala,MALAPPURAM,CONST_439,DIST_439,23.4493,76.1838,CLUSTER_24,19.5
Odisha,JAGATSINGHPUR(SC),CONST_440,DIST_440,21.4542,90.8473,CLUSTER_27,82.8
Maharashtra,RAIGAD,CONST_441,DIST_441,23.8588,81.0214,CLUSTER_44,40.13
Karnataka,CHAMARAJANAGAR(SC),CONST_442,DIST_442,17.9556,82.8974,CLUSTER_5,20.63
Odisha,MAYURBHANJ (ST),CONST_443,DIST_443,13.5233,83.0645,CLUSTER_45,45.0
Assam,KOKRAJHAR (ST),CONST_444,DIST_444,16.6207,69.2349,CLUSTER_46,83.66
Andhra Pradesh,KAKINADA,CONST_445,DIST_445,32.611,74.046,CLUSTER_32,87.1
Delhi,CHANDINI CHOWK,CONST_446,DIST_446,24.8262,72.7932,CLUSTER_28,77.5
Odisha,PURI,CONST_447,DIST_447,32.2642,77.7768,CLUSTER_6,29.58
Telangana,PEDDAPALLE,CONST_448,DIST_448,28.6792,80.9038,CLUSTER_48,39.92
Karnataka,BELLARY(ST),CONST_449,DIST_449,10.4362,83.5382,CLUSTER_11,41.46
Punjab,JALANDHAR(SC),CONST_450,DIST_450,31.7455,81.5728,CLUSTER_19,60.53
Gujarat,GANDHINAGAR,CONST_451,DIST_451,35.9905,83.2288,CLUSTER_19,30.73
Tamil Nadu,COIMBATORE,CONST_452,DIST_452,13.4523,81.9857,CLUSTER_31,77.15
Gujarat,CHHOTA UDAIPUR(ST),CONST_453,DIST_453,13.5085,89.7361,CLUSTER_11,29.24
Uttar Pradesh,MIRZAPUR,CONST_454,DIST_454,24.6074,84.3953,CLUSTER_28,45.28
Kerala,PONNANI,CONST_455,DIST_455,13.1016,81.6725,CLUSTER_19,22.48
Maharashtra,BHIWANDI,CONST_456,DIST_456,29.7428,93.1865,CLUSTER_33,18.72
Maharashtra,PUNE,CONST_457,DIST_457,32.956,78.1972,CLUSTER_33,46.93
Maharashtra,BHANDARA-GONDIYA,CONST_458,DIST_458,18.7551,74.899,CLUSTER_6,46.46
Maharashtra,RATNAGIRI-SINDHUDURG,CONST_459,DIST_459,15.5159,68.404,CLUSTER_13,21.23
Bihar,SITAMARHI,CONST_460,DIST_460,12.6509,84.6695,CLUSTER_32,28.58
Andhra Pradesh,BAPATLA,CONST_461,DIST_461,29.3062,86.2012,CLUSTER_4,17.03
Uttar Pradesh,VARANASI,CONST_462,DIST_462,15.5388,76.3059,CLUSTER_41,12.57
Haryana,FARIDABAD,CONST_463,DIST_463,20.9715,91.9667,CLUSTER_19,26.37
Madhya Pradesh,VIDISHA,CONST_464,DIST_464,35.8641,89.8765,CLUSTER_18,24.31
Bihar,BEGUSARAI,CONST_465,DIST_465,32.4176,74.2518,CLUSTER_18,22.96
Rajasthan,CHURU,CONST_466,DIST_466,21.3906,89.7666,CLUSTER_20,35.69
Maharashtra,DINDORI(ST),CONST_467,DIST_467,36.1543,71.1924,CLUSTER_26,38.85
Maharashtra,NASHIK,CONST_468,DIST_468,26.7011,78.5489,CLUSTER_28,31.7
Jammu And Kashmir,BARAMULLAH,CONST_469,DIST_469,35.7793,89.4953,CLUSTER_47,64.11
Telangana,ADILABAD(ST),CONST_470,DIST_470,34.7781,69.0013,CLUSTER_24,63.85
Bihar,SHEOHAR,CONST_471,DIST_471,12.2979,75.1545,CLUSTER_22,40.13
Bihar,MADHEPURA,CONST_472,DIST_472,36.9775,88.2076,CLUSTER_41,21.24
Uttar Pradesh,KAIRANA,CONST_473,DIST_473,10.9383,92.567,CLUSTER_40,41.26
Odisha,SAMBALPUR,CONST_474,DIST_474,35.4553,72.1165,CLUSTER_26,16.01
West Bengal,PURULIA,CONST_475,DIST_475,27.3525,88.0382,CLUSTER_39,42.39
Karnataka,BELGAUM,CONST_476,DIST_476,28.9928,69.2077,CLUSTER_35,50.51
Telangana,NAGARKURNOOL(SC),CONST_477,DIST_477,28.8146,76.7993,CLUSTER_9,57.42
West Bengal,JALPAIGURI(SC),CONST_478,DIST_478,16.8491,96.6653,CLUSTER_11,27.21
Jharkhand,SINGHBHUM(ST),CONST_479,DIST_479,29.2037,94.7231,CLUSTER_24,55.3
Uttar Pradesh,ALLAHABAD,CONST_480,DIST_480,33.3237,90.1411,CLUSTER_2,16.41
Uttar Pradesh,PILIBHIT,CONST_481,DIST_481,11.4303,84.6083,CLUSTER_1,20.57
Madhya Pradesh,SATNA,CONST_482,DIST_482,21.9598,95.959,CLUSTER_8,83.62
Uttarakhand,GARHWAL,CONST_483,DIST_483,22.1314,81.8453,CLUSTER_16,85.71
Jharkhand,CHATRA,CONST_484,DIST_484,12.2068,75.6216,CLUSTER_41,33.89
Maharashtra,MUMBAI SOUTH CENTRAL,CONST_485,DIST_485,26.7399,91.5261,CLUSTER_41,25.02
Odisha,BOLANGIR,CONST_486,DIST_486,16.9703,73.2025,CLUSTER_35,53.59
Uttarakhand,HARDWAR,CONST_487,DIST_487,18.8991,91.0459,CLUSTER_18,83.6
Jharkhand,DHANBAD,CONST_488,DIST_488,21.3832,70.8803,CLUSTER_22,11.02
Haryana,AMBALA (SC),CONST_489,DIST_489,31.7525,78.4036,CLUSTER_18,64.45
Tamil Nadu,VELLORE,CONST_490,DIST_490,34.1571,73.5911,CLUSTER_19,55.45
Telangana,HYDERABAD,CONST_491,DIST_491,10.1626,82.0223,CLUSTER_20,35.65
Karnataka,MANDYA,CONST_492,DIST_492,15.6307,89.8174,CLUSTER_8,25.36
Madhya Pradesh,BHIND(SC),CONST_493,DIST_493,9.9104,82.4227,CLUSTER_6,50.26
Assam,SILCHAR,CONST_494,DIST_494,29.6964,85.8408,CLUSTER_24,21.69
Odisha,BARGARH,CONST_495,DIST_495,33.541,73.0925,CLUSTER_17,55.74
Uttar Pradesh,SAMBHAL,CONST_496,DIST_496,33.4576,78.9581,CLUSTER_49,17.03
Bihar,HAJIPUR(SC),CONST_497,DIST_497,29.0162,79.9161,CLUSTER_44,82.31
Andhra Pradesh,VISAKHAPATNAM,CONST_498,DIST_498,18.1079,83.4254,CLUSTER_29,72.4
Jharkhand,RAJMAHAL(ST),CONST_499,DIST_499,35.1956,69.9556,CLUSTER_29,77.44
Maharashtra,NANDED,CONST_500,DIST_500,15.9376,95.7128,CLUSTER_16,21.01
Bihar,NAWADA,CONST_501,DIST_501,17.5243,94.7753,CLUSTER_10,38.33
Rajasthan,GANGANAGAR(SC),CONST_502,DIST_502,21.9949,91.2661,CLUSTER_37,77.87
Maharashtra,PALGHAR(ST),CONST_503,DIST_503,31.6021,69.0224,CLUSTER_45,37.82
West Bengal,RAIGANJ,CONST_504,DIST_504,35.9023,71.1586,CLUSTER_1,43.5
Jharkhand,JAMSHEDPUR,CONST_505,DIST_505,19.4705,68.0889,CLUSTER_11,77.53
Delhi,NORTH WEST DELHI(SC),CONST_506,DIST_506,9.2692,84.7331,CLUSTER_9,64.76
Lakshadweep,LAKSHADWEEP(ST),CONST_507,DIST_507,9.7894,68.5614,CLUSTER_4,18.42
Maharashtra,RAMTEK(SC),CONST_508,DIST_508,13.0005,71.1574,CLUSTER_18,47.76
Maharashtra,MUMBAI NORTH EAST,CONST_509,DIST_509,19.8565,79.5184,CLUSTER_38,46.14
Andhra Pradesh,ANAKAPALLE,CONST_510,DIST_510,32.2141,91.6313,CLUSTER_12,24.14
Andhra Pradesh,VIJAYAWADA,CONST_511,DIST_511,10.1636,71.9005,CLUSTER_41,76.02
Rajasthan,KARAULI-DHOLPUR(SC),CONST_512,DIST_512,36.6308,93.7475,CLUSTER_43,25.17
Telangana,ZAHIRABAD,CONST_513,DIST_513,14.2849,86.8481,CLUSTER_31,65.47
Bihar,JAHANABAD,CONST_514,DIST_514,27.2008,92.5266,CLUSTER_13,37.66
Arunachal Pradesh,ARUNACHAL WEST,CONST_515,DIST_515,8.4677,70.156,CLUSTER_32,80.66
Assam,Kaziranga,CONST_516,DIST_516,30.7641,90.5352,CLUSTER_46,51.79
Rajasthan,JODHPUR,CONST_517,DIST_517,30.2214,93.3292,CLUSTER_1,33.69
Assam,KARIMGANJ (SC),CONST_518,DIST_518,28.0051,95.339,CLUSTER_30,75.21
Telangana,SECUNDERABAD,CONST_519,DIST_519,15.7262,79.7086,CLUSTER_46,27.25
Uttar Pradesh,SHRAWASTI,CONST_520,DIST_520,30.8528,69.6671,CLUSTER_2,39.11
Odisha,DHENKANAL,CONST_521,DIST_521,12.728,69.3933,CLUSTER_15,21.88
Tamil Nadu,SALEM,CONST_522,DIST_522,26.4463,80.7195,CLUSTER_34,25.41
Uttar Pradesh,BANSGAON(SC),CONST_523,DIST_523,10.3692,78.4351,CLUSTER_5,79.63
Uttar Pradesh,DOMARIYAGANJ,CONST_524,DIST_524,13.851,82.6699,CLUSTER_33,56.06
Ladakh,LADAKH,CONST_525,DIST_525,11.3314,86.5597,CLUSTER_47,34.28
Maharashtra,BULDHANA,CONST_526,DIST_526,18.7309,78.4546,CLUSTER_13,41.05
Bihar,SAMASTIPUR(SC),CONST_527,DIST_527,16.9696,73.8794,CLUSTER_30,25.56
Jharkhand,HAZARIBAGH,CONST_528,DIST_528,18.5909,73.2903,CLUSTER_37,38.04
Karnataka,GULBARGA(SC),CONST_529,DIST_529,22.5404,73.5074,CLUSTER_45,22.49
Bihar,SARAN,CONST_530,DIST_530,29.9821,90.7551,CLUSTER_1,27.74
Odisha,BERHAMPUR,CONST_531,DIST_531,23.207,91.2217,CLUSTER_2,87.51
Andhra Pradesh,NARASAPURAM,CONST_532,DIST_532,31.3763,75.2403,CLUSTER_15,14.66
Maharashtra,KALYAN,CONST_533,DIST_533,21.7657,96.6936,CLUSTER_22,21.84
 , ,CONST_534,DIST_534,15.9534,78.998,CLUSTER_19,55.01
